listing_id,id,date,reviewer_id,reviewer_name,comments,Language
85973,215117135,2017-11-27,109627493,Martha,"Love Heather's place it's cozy, clean everything you need she has. It's our second time staying.  Will definitely stay again.",en
85973,224920575,2018-01-04,63140318,Steve,We enjoyed our stay and the house was quiet and private and conveniently located to the things we wanted to do in LA.,en
85973,249155022,2018-04-01,172139329,Susan,"Very well layed out floor plan with all you need; very clean and in a nice neighborhood close to many restaurants, stores and shopping. Great area to walk; there are also nice hiking trails.",en
85973,269022958,2018-05-26,63224301,Eri,"Heather's place is in very quiet neighborhoods. i stayed with my patents and they loved the nice and cozy place.At first we didnt expect the place to be that high in mountain, but after we got used to it, it was relaxing, and made us feel home. her kitchen was amazing. its nice to have a breakfast looking at the small garden.Heather is a great respondent. if you have any questions, she will answer immediately by email. as you needed, she come over and help which is very nice of her.",en
85973,333079197,2018-10-06,213740735,Jason,"Heather is a great host with beautiful home. We had a great time staying at her place, which is both stylish and relaxed. Her home is perfectly located for exploring L.A. and her hospitality is top notch. I hope she's available next time we travel to LA!",en
85973,363468622,2018-12-28,38496690,Larissa,Adorable place in a quiet residential neighborhood. Loved that it was decorated for Christmas; made it feel like home.,en
85973,400043659,2019-01-10,58580852,Robert,Heather is great. The place is clean and stylish with lots of LA movie scene memorabilia.,en
85973,414443501,2019-02-19,238369785,David,"This home is clean, comfortable and very attractively decorated! it has everything you would need for a short or long stay and it was a great value.",en
85973,417308151,2019-02-26,190160558,Charlotte,We loved this cute bungalow!  We felt very safe and had lots of privacy with the driveway gate.  It is sharply decorated and has amazing natural light. Heather was very responsive to everything we needed.,en
85973,422253760,2019-03-10,121772170,Edwin,Thank you for being an absolutely fabulous 5 star host!!,en
85973,446094967,2019-04-30,105939571,Ellen,"Heather’s place is perfectly situated in Tujunga Canyon in a quiet neighborhood within sight of beautiful mountains. The breeze and the peaceful nature of the place were welcome! We had to make daily trips into downtown LA, and most of the time, thecommute wasn’t bad at all—it was worth it to be away from the noise of the city but close enough to enjoy it. The inside space is lovely and cozy, the kitchen has every piece of crockery you might need to cook with, and the house became our home for a month. Thank you, Heather, for all you did to assure that we had a memorable stay!",en
85973,453403607,2019-05-15,50800883,Björn,We had a wunderful stay at Heather´s house.,en
85973,565730122,2019-11-17,149556095,Clayton,This is an amazing place and one of the most impressive air and bees I had stayed at and I had stayed at several. The location is ideal to not be downtown but to be able to access many areas much quicker then a lot of places in LA. Mountain View's are astounding and the host is very friendly and able to get things accomplished quickly. Truly an ideal situation for an astronomically cheap price. Will definitely stay again.,en
85973,592344578,2020-01-12,6531184,Kenneth & Sally,"Heather is a wonderful host. House is comfortable and clean, furnished tastefully with all the amenities needed for a long term stay",en
85973,633145967,2020-06-28,150567988,Richard,Very comfortable and private home with nice decor.  Great value.  Enjoyed the outdoor fireplace and appreciated the (very) high speed internet. Highly recommended.,en
85973,715409500,2020-12-13,7616242,LaLa,"Heather was an excellent host. Easy to check in, everything was pretty plug n play and obvious. I didn’t use the television so I can’t speak to that but everything else worked as it should. The water gets super hot (which is great!) but watch out. It was nice having a front yard and a place to park. Having a driveway gate was a little frustrating having to open and close it all the time and if I got deliveries they couldn’t leave it unless I was home. But for safety, I guess it made sense to leave it closed? Plenty of space to put food, clothes and feel like you could make it your own a bit. I only rented the front half of the house and during most of my stay there was someone living in the back garage which was no problem at all. When someone came to stay in the shared back part of the same house as mine I could hear them and assume they could hear me- so that was a little unfortunate for privacy, but luckily for my stay didn’t last too long.Overall, I thought the space was laid out well, Heather was great, but Tujunga is what Tujunga is.",en
90986,273477,2011-05-21,544239,Stephanie,"Cheryl’s guesthouse is the perfect place for the individual that has to be in LA for business or school but wants to get away from the craziness and traffic of La-La Land. No television or internet make this a great space to unplug and unwind. Appliances are newer and the guesthouse is cozy and well appointed for cooking. Bedroom, bedding & linens are broken in and give the feel that you are staying with an old friend. The property is gated and the shared backyard has a lovely, peaceful garden and areas for lounging. Hummingbirds visited me every afternoon! Nestled on a quiet street in an urban setting, surrounding area can be a little rough so this is a better fit for city dwellers. I would also recommend guests rent a car as there are not many stores or restaurants within walking distance. Cheryl is a great host, there was an issue with the gas but she very responsive and took care of it right away. She went above & beyond, leaving some breakfast items for me including: fresh fruit, bagels, eggs, juice and bottled water, a new iron & coffeemaker, and clothes detergent for a couple of loads of laundry. She is an LA rarity, an actress with a heart of gold, an infectious laugh & down-to-earth personality. She even called to check up on me (I had gotten a plane cold during my flight to LA)! Great value especially for longer-term stays! ",en
96334,253574,2011-05-06,457325,Josh,"I very much enjoyed my stay, it is truly a 'creative home' with very friendly occupants and a laid back atmosphere.  Julie is a wonderful host and very welcoming and attentive.  The room is comfortable and the shared bathroom is a good setup.  I look forward to returning sometime soon!",en
96334,344207,2011-06-30,496773,Rachel,"The title ""creative house"" does not lie. Ther was cool furniture and art  everywhere. Julie was super friendly and accommodating. We even got coffee together and talked about graphic design/music. She told me about a very exciting project she was working on for artists around the globe. If you'd like to stay with conscious minded people who know how to throw a good party this is the place to be. Yet you can also keep to yourself in the comfy room and do your work without being bothered. Highly recommended.",en
96334,359138,2011-07-07,729306,Harold,"This was my first time using AirBnB and I was nervous about it because the idea of stay at a strangers place kinda frightening. Well, my mind was put at ease when I stepped up to the door and was greeted by a friendly face. Everyone in household was great. Very generous and engaging. On my first night I got in and was hungry, Julie not only recommended some great places for food, she took me there herself. Her and everyone in the household made me feel very welcomed.The room I stayed in, like the rest of the house, was clean and was everything I needed. The bed was big and comfortable, plenty of space in the closet, and enough electrical outlets for my electronic devices. I was worried about the California heat making it uncomfortable, but there was AC and the room had a ceiling fan. I slept like a baby!Julie herself is an amazing person. She's kind, generous, and great to talk to. When we first met she gave me a hug, which I loved, because I'm a hugger. Though I wasn't at the house too often, the times when she and I were there, we had great conversations about design, music, business, photography, etc. Our talks were very inspiring to me.I turned to AirBnB because I was stuck in a rut. My plans to stay at my friend's place fell through and I didn't want to change the dates I booked for my vacation. I chose Julie's place because of the inexpensive rate and the creative room aspect intrigued me. I'm so glad I chose it because it was worth the great experience. If I were I LA again, and was in the same situation, I would totally go to Julie again. Even if I already have a place to stay, if I had the opportunity I would come just to visit. Totally recommended!",en
96334,373102,2011-07-14,531083,Franz,Staying at Julies hause was a great experinece!! Lots of space and very comfortable. It´s a very calm neighborhood about 25 Minutes from the ocean. After we figured out LA a little bit it took us about 45 Minutes to Venice Beach and about 35 Minutes to go to Hollywood. But that´s not a long time when you are in LA. You have to take your car all the time!!!Julie and her roommate are the best. Open to answer any question and just very positive women.I absolutely recommend it!,en
96334,385409,2011-07-20,650799,Filip,"Julie has been a great host. Helping out and giving valuable advice. The house is fun, the room orderly and the bathroom nice and clean.",en
96334,467702,2011-08-22,826335,Sune,Sweet house with a good karma!,en
96334,477833,2011-08-26,994620,Rego,"Although it was my first time using AirBnB and I had mixed fillings about leaving together with strangers in a house, I was just amazed from the moment I walked in to Julie’s house to the moment I left. My room was spacious and super clean. I had access to wifi, kitchen and all other facilities in the house. Although initially I was planning to stay there for only 1 night, I had so much fun that I ended up staying there a bit longer. Julie is best described as a SUPER HERO. She is very mindful about every thing and every one around her and when she is not surfing with sharks or creating mind blowing art or inspiring her friends, she is working tirelessly and passionately on some innovative projects to create values and peace in the society to help and benefit every one in the world. I consider myself extremely fortunate to have known such wonderful and inspiring person and I can’t wait to get back to LA and stay at Julie's house again. Hopefully this time I’ll stay a bit longer. Thank you Julie for being you.",en
96334,585531,2011-10-01,849278,Jonathan,"Julie is great and her place is lovely. She's super-nice and thoughtful, and the house is right off Topanga Canyon Boulevard. There are laurel bushes on the street, and it's a very quiet area so it's easy to sleep at night. I had a great time and so will you!",en
96334,775359,2011-12-10,1343048,Michael,"Julie's hospitality is unsurpassed.  Not only was my stay at her home an enjoyable one but I have gained a close friend.Her home was so perfect for my needs and the room was very comfortable.  I highly recommend this creative, friendly and easy-going environment to anyone.  I walked to Starbucks for coffee many times and the neighborhood is peaceful and nice.I even enjoyed several incredible family meals with Julie as well.  Her friend Kim is a master cook and I was very blessed tobe part of the festivities.  Thanks for a great stay with good friends who care about people and open their home and their hearts.",en
96334,850751,2012-01-08,1556139,Marco,"Great stay, bright colors in the place and really nice host!",en
96334,871034,2012-01-18,1571882,Tere,If I could give more than 5 stars I would! The Universe does work in mysterious and beautiful ways and meeting Julie and my stay at her beautiful home couldn't have been more perfect. Julie is one of those people who makes you feel not only at home but makes you feel alive. The karma in her home is exquisite and I absolutely loved the area. And be sure not to miss a quick drive to Topanga for a hike up to Eagle Rock. Stunning views! I am so grateful to have crossed paths with Julie and she has quickly become a dear friend. I can't say enough good and beautiful things about my stay and about Julie. Your stay will be (Website hidden by Airbnb) doubt about it.,en
96334,984744,2012-03-10,1561354,Tom,"My stay with Julie was fantastic! And for me the location was terrific. Turn left and you're at the beach in 15 minutes, turn right and you're on Ventura Blvd. with more restaurants to chose from than you could possibly ever eat at!Julie's neighborhood is quite and safe and within walking distance to Starbucks!",en
96334,1365148,2012-05-28,2322432,Rebecca,"This home offers a very laid back, friendly environment.  Julie and her friends and family are kind and welcoming.  They even invited me to join them for dinner my last day there (have you had peas in your tacos yet?  maybe you should.) and wound down the evening with some live music.  thanks for an entertaining evening!",en
96334,1641504,2012-07-06,2408565,Charles,"Julie and Karin are 2 Amazing Persons, and that is an Understatement on its Own. They are Fun, open minded, and made sure my stay was as enjoyable as possible. If you get a Chance, Make Sure to be there for one of their Oh So Good Fish Taco Nights. You will be Glad You Did. :-)",en
96334,2895435,2012-11-16,2456411,John,Julie and Karin are wonderfully gracious hosts.  I only wish I had more time to spend getting to know them!  They helped make my transition to LA a breeze.  I'm sure they will remain friends for years to come.,en
96334,3025065,2012-12-04,3444065,Victoria,"It's impossible to exaggerate what an extraordinary time I had meeting these gorgeous ladies! An incredible, vibrant couple that I am lucky enough to now consider part of my global family :-) They exude the warmest energy and I was absolutely in love with their dynamism, their electric attitude, enthusiasm and warmth. I felt like staying here was like basking in sunshine.. even with rain outside. We had an instant spark of connection and I believe anyone staying at this Malibu home will be struck by this electric couple. Wine, warmth and incredible hosts. An incredible time! Thank you so much and can't wait to see you in a few weeks!!",en
96334,4328484,2013-04-28,5912482,Janet,"Although the house is close to Topanga Canyong Blvd it is located on quiet street and you do not hear traffic noise.  No problem parking on street. It is convenient to 101 FWY (5 mins) and beaches and PCH (15-20 mins).  Room was clean and comfortable.  Julie and Karin are great gals, very welcoming in making me feel at home.  They always asked me how my day was and invited me to join them for a drink or meal.  I stayed 6 nights and was out all day every day so I really did not take them up on their hospitality.  But it was still nice to feel included .",en
96334,4884647,2013-05-31,4235947,Martine,"Wanna sleep like a rose,Feel like a princess ????Then you definitely have to stay at Ybarra's, cause it's the Best !Wonderful ,warm family that makes you feel home in every possible way :).Aaaand they can cook, aaand they have a very interesting conversation ... Oooh and the location : absolutely A+.",en
96334,5481085,2013-07-02,4132507,Jayne,"I stayed with Julie and Karin for three and a half weeks, and would highly recommend them. They were hospitable, helpful, kind, thoughtful and friendly. My bedroom was very comfy, with a great bed and enough space for everything. The location in The Valley, was very convenient for me, as I had a course to attend nearby, and public transport was handy, as I didn't have a car. I would probably recommend having a car though, if you really want ease of getting around, and you want to do a bit of sight seeing. The public transport is there, but it is slow and not so easy to negotiate!I really enjoyed getting to know Julie and Karin a little, and some of the discussions we had were really interesting and thought provoking. This accommodation situation, for me, was far preferable to staying in an anonymous hotel, and also far cheaper! So much nicer to be part of a household, and essentially, that is what it is - you are sharing a home and participating in a household. Of course, if you are going to be out for the bulk of the time, you are mainly just coming back to a cosy and comfy bedroom to use, and a good shower, plus a kitchen if you need one to do some cooking. Julie and Karin are not at all intrusive and do leave you to your own devices of course, but they also regularly check to see if you need anything. Personally, I really enjoyed the set up where I could feel like I was living in a shared household, as I was there to do a course, and not so much to sight see (although I managed to do that too!).Overall, I would definitely recommend these wonderful hosts.  Thanks so much Julie and Karin for your wonderful hospitality!",en
96334,8217517,2013-10-21,8030134,Michael,"Julie and Karin were everything I read about and more.  Kind, gracious, flexible and generous.  They let me share as much time with them as I wanted and it was never enough.  These are two very sweet, hardworking and smart ladies.  Snowboarding together this winter for sure!!",en
96334,10142085,2014-02-02,4196497,Kathryn,"I stayed with Julie and Karin for only three nights but wished it was longer!  I had a wonderful stay with them and was made to feel right at home.The house is located on a quiet street off of a main road so you're not far from where you need to go.  With a car you can easily take day trips to LA, Malibu and the nearby Topanga Canyon to go hiking.The bedroom itself is very spacious and comfy with a large, clean shared bathroom right next to it.I would definitely recommend staying here to a single or couple that are looking to stay outside of LA, and are after a warm-homely place.  No doubt I will be back there soon as well!  : )",en
96334,10352317,2014-02-15,11476081,Gill,"My LA experience was gilded with a final stay at Julie & Karin's cosy Airbnb offering. A truly gifted and genius find of inspirational hosts and a comfy bed. I wished I could have stayed longer to get to know this remarkable family. We were destined to meet! Thanks for making me feel so welcome and look forward to seeing you again in LA, UK or Fiji? Gill O xXxPS: For anyone choosing Airbnb - let your intuition guide you!",en
96334,107470978,2016-10-10,44847539,Anika,Julie was a gracious host. I really enjoyed staying at her place. It was very comfortable and I loved her hospitality. ,en
96334,172397675,2017-07-20,140734876,Lee,"Julie she is extremely friendly, creative and full of life.She is been so helpful in my Journey, the rest I leave it up to you to experience :)   ",en
96334,282917987,2018-06-28,42434130,April,Julie was more than hospitable. Super friendly and helpful. I know where to go if I come back to the area! ,en
96334,493612251,2019-07-22,175424784,Andrew,Excellent stay. Was able to help us out at the last minute due to a cancellation.,en
97354,347395,2011-07-02,307539,Christina,"Lisa and Nick were excellent hosts!  Easy to get in contact with and seemed very easy-going. They left my family a welcoming package of cheeses and wines that we really enjoyed! The house is amazing! Located in a special part of Santa Monica, the house is walking distance to the beach, shops, cafes and restraunts. We walked to the beach almost everyday!  It's a very lovely home and had lots of kids toys for my nephews and niece to play with. Thanks Lisa and Nick for letting stay in your wonderful home. Makes me want to move from England to Santa Monica. :) xx",en
97354,366572,2011-07-11,724413,Addie,"This was a beautiful home and exceeded our expectations! Absolutely perfect for our family of five. The kitchen was the hub of activity and was so beautiful and a pleasure to cook/socialize there, and the private bedrooms were tucked away from the action - ideal for young nappers. The owners were so welcoming and responsive. We felt very much at home. We hope to stay there again when we visit Santa Monica!",en
97354,383927,2011-07-19,794601,Carlos,"We had a perfect stay, the house is beautiful and extremely comfortable. There is easy access from inside to the beautiful garden and the patio. One of our preferred places was the solarium next to kitchen.There is even a secret garden! We had no issues so there was no need to contact our hosts.  Everything was explained in the instruction sheet given to us prior to arrival.  We are hoping to stay there again on future visits to Santa Monica. Being the perfect accommodations allowed us to enjoy the exciting sites in Los Angeles and Santa Monica. ",en
97354,811871,2011-12-29,975250,Amber,"The whole experience was a dream come true.  The house was beautiful, the kitchen is to die for and combined with the solarium made for the most social area in the house. The bedrooms are separate from the living/entertainment areas, which was really great for baby nap time (the guys could still have the football game on).Lisa and Nick were amazing hosts, with all the information printed out for us, plus post-it notes to help identify the different cupboards in the kitchen.  They even left an amazing Christmas basket of goodies for us.  They were very easy to communicate with and they went out of their way to set up the house according to our needs. What else? Christmas decorations! They decorated the house and the tree for our Christmas holiday, which was pretty amazing. If we come back to Santa Monica for Christmas (or any other time), I would be very happy to stay again at the gorgeous Spanish Home by the Beach.",en
97354,1089978,2012-04-06,742767,George,Incredible location and home.  So perfect for a family w/ 2 little one.  Thank you so much Lisa for such a memorable vacation.,en
97354,1116752,2012-04-12,1972321,James,"Great hosts, lovely house and fantastic neighborhood!",en
97354,1848819,2012-07-31,2464386,Guthrie,"This was the perfect home for our weeklong stay in California. The location can't be beat - a quiet residential neighborhood within walking distance to all the great shops and restaurants on Montana. The house had an amazing layout and design and was perfect for travelling with little ones - they have a great playroom set up and Lisa and Nick even left us some additional babyproofing supplies which came in handy. The kitchen was perfectly set up and we were greeted with a great assortment of treats, which was a really nice touch . The courtyard and outdoor spaces are beautiful and we spent a lot of time out there. Wouldn't hesitate to come back!",en
97354,3950100,2013-03-30,5181138,Sarah,"I cannot begin to convey how lovely this home is or how gracious the owner is in a short review. The house is even prettier than the pictures. The owner was helpful with all kinds of details and extremely responsive. It is difficult to make vacationing with a family including 3-year-old twins relaxing, but she managed to put us in the right place in all my communications with her, as well as with the rare combination of an elegantly beautiful yet practical and comfortable home. We are so grateful and hope to return. You will not regret visiting this amazing home!",en
97354,6579489,2013-08-18,5151139,Marie-Hélène,"We could not have asked more from the home or the owners!The neighbourhood is very quiet yet close to the beach, shops, restaurants. We also found it easy to visit all there is to see in L.A. There was enough space for our teenagers to spread around.  We all enjoyed the solarium and the garden.  Lisa and Nick were always readily available to answer questions.  They took the time to greet us when we came in and left treats.  Such a nice touch! ",en
97354,17426397,2014-08-12,10944728,Jackie,"A fabulous property which was exactly as described.  We were made to feel very welcome and at home.  All rooms a good size and comfortable and a real bonus with super outdoor courtyard sitting and fireplace.  A great location for the beach (could walk or drive - always found parking).  Good location for local shops, banks places to eat (in fact anything you might need). We felt very comfortable strolling around the local neighbourhood  which was very attractive. ",en
97354,24320010,2014-12-26,19289500,Victoria,We had a GREAT time at Lisa's house!  It is a wonderful family home and Lisa made us feel SOO welcome.  It was Xmas and there was a big Xmas tree and she left us wonderful goodies.  My boys loved it.  I really can't say enough how great it was and I am known for being on the fussy side.  We will be back!,en
97354,24805087,2015-01-03,14520529,Randy,"We arrived with easy access to the home.   A holiday cake was waiting for us with other little coupons and I think a bottle of wine.  Directions on how to and where in the house were clearly written so we knew how to care for our week long stay. The home is bright ,open and very welcoming. You can't beat staying in this spacious home off of Montana Ave.  There are plenty of great places to eat and shop.  If you are ambitious, you can easily walk to the beach,the steps and 3rd street promenade.  We did it all and never rented a car. We especially loved sitting outside by the gas fireplace at night and visiting with family.  We loved staying here and would absolutely do it again.",en
97354,38698821,2015-07-18,2726946,Zoe,"This is such a beautiful family home, and just what a Santa Monica house should look like! We spent a wonderful week exploring Santa Monica, but equally enjoyed returning to hang out in this beautiful & comfortable house. Lisa was very helpful in suggesting restaurants, family activites & general information about the neighbourhood. We couldn't have enjoyed our stay more!",en
97354,39764552,2015-07-26,1591258,Jennifer,We loved staying at this beautiful home. It has a lovely outdoor courtyard and backyard which we took full advantage of during our week long stay. Communicating / coordinating with the owners was very easy and they welcomed us with a basket full of goodies. Our family had a wonderful time - thank you!,en
97354,41953293,2015-08-10,7140124,Davis,"As described in the listing. Great space for a family, comfortable and clean. Two of three rooms are kids rooms. Host was very gracious in providing some snacks and allot of food necessities. Perfectly located right around the corner from the main shopping on Montana. Only issue was on checkout the cleaning lady showed up at 8 AM knocking on bedroom window and was pushing to get in all the rooms to clean so felt very rushed to get out which was unfortunate since everything else was pretty much perfect.",en
97354,57878771,2015-12-30,3330587,Bill,Listing is accurate. Location is quiet but only a short walk to shopping and restaurants along Montana and a moderate walk to the park overlooking the beach and the main shopping area in Santa Monica. It's an older house with a lot of charm and character. Lisa did a great job prepping the house for our stay including stocking the fridge and making sure there were plenty of towels. We had a terrific stay and would do it again.,en
97354,92893595,2016-08-10,47279498,David,"Nick and Lisa were both prompt and courteous in all correspondence prior to arrival. The house was exactly as pictured and we were greeted with an abundant array of wine and beer, cheese, juice, bread and fruit. Very welcome and unexpected to a group of tired travelers. The house is two blocks from Montana; easy access to Yoga, cold pressed juice and coffee. Well worth it. Would stay again ",en
97354,124107285,2017-01-01,25004755,Clare,"This is a beautiful house in a lovely location. The hosts kindly left up their Christmas tree for us, and generously left us a selection of holiday goodies to enjoy. We particularly enjoyed spending evenings in the enclosed courtyard in front of the fireplace, sipping mulled wine. Highly recommend this house and these hosts!",en
99962,30053000,2015-04-16,977019,Julia,"My Stay in the Penthouse could`t have been better. The room is big, has two windows overlooking  Hollywood and the hills. If you just want a quick coffee or something to eat you can do it by walking which is not normal in LA and than your just in the middle of everything may it be east ( Silverlake , Downtown ect ) or west LA. Jonathan wasn`t there most of the time but his nephew Ariel helped me with anything I needed may it be negotiating a better parking fee or recommending supermarkets. ",en
99962,58998454,2016-01-05,16711816,Reyna,"Our stay in the 1920's Hollywood Penthouse was the exact Los Angeles experience we were looking for. Both bedroom suites of the penthouse boast sweeping views of Hollywood Hills, including the Hollywood sign, and the bright horizon that was Hollywood and the outskirts of Los Angeles. Truly a view from the top. We felt as though during the day we could go downstairs and be immediately immersed in the lifestyle and culture of LA, yet at night we could simply and peacefully observe it from the penthouse.The location was absolutely desirable - with cafes and general stores nearby, as well as being situated just off Hollywood Boulevard, we were never walking more then a couple of minutes to find something exciting to see or do. The main room was generously sized, comfortable and tidy, equipped with everything we required, as well as anything that would have made our stay pleasurable. Jonathan, our host, truly made our experience rewarding. We never felt any hesitation had we ever needed to contact him, and he was helpful in pointing out some spots nearby, which we ended up frequently visiting. Jonathan was very polite and accommodating, and upon our departure he made us feel welcome to return whenever we desired. We of course, will happily take up his offer. ",en
99962,66251233,2016-03-20,22937105,Elburz,"Jonathan was an awesome host. His place is incredible. I mean you're literally in the top floor of a cool building that is less than 2 min walk from the strip. I had bunch of questions and Jonathan was always quick to answer and help me out. The room has a HUGE amount of natural sunlight, it's crazy. Couldn't recommend the place more, I'll be staying here definitely the next time I'm in LA again. Thanks Jonathan!",en
99962,69147755,2016-04-09,64855350,Ben,"In short, my experience at this place was fantastic. Jonathan was very helpful without being intrusive and responded promptly to any questions. He was able to point me in the direction of a great cafe & gave some handy tips about LA/Hollywood.Everywhere I wanted to go was within easy distance. I walked most of the time but for places further away there's a train nearby (or uber). In my wanderings down the boulevard I passed some hotels I'd looked at for a higher per night cost and was glad I went with Jonathan's place.The room itself has high ceilings, great views and the shower had great water pressure! Bed was very comfortable and sleeping while adjusting to a new timezone was easy as there are black out blinds. Noise was not an issue either. Regarding the building, the elevators come quickly and the pool area was great for tanning, reading or swimming. I was able to do some laundry downstairs which made life easier.I stayed for 9 days and wouldn't hesitate to stay here again. Thanks Jonathan!",en
99962,70714561,2016-04-20,12999901,Michael,An amazing venture into what it must have been like to live during Hollywood's Golden Era! The views are breathtaking and Jonathan was the ideal host. There if you need him via texting but never hovering or intrusive so you are left to your dreams. Block and a half to fabled Hollywood Blvd. excellent food choices and walkable to famed Musso&Frank restaurant. Established  1919! Oldest in Hollywood and hangout of every star under the sun from silent movie days till now. Park the car and walk thru movie history. Will be back next time I leave New York on biz in Hollywood.  Worked on my script by the pool. I was alone all day most days. Really a beautiful week in my life!,en
99962,104161031,2016-09-25,6109696,Taylor,Johnny is an incredible host with a beautiful place. The view of stunning. The building is historic and unique. But the location is the most incredible part of this Airbnb. I couldn't recommended this place place more.,en
99962,139497637,2017-03-25,62381066,Lawrence,"There is something comforting in living in a quiet peaceful 1920s California penthouse with Hollywood Blvd at your feet. You feel like you share the top of the world with the gods.  And there is something equally exciting about breaking out of this peaceful private penthouse cocoon and joining the exhilarated madness that is Hollywood Blvd.  If you are a writer, or even an aspiring writer, or simply a dreamer, there is a wealth of stories awaiting you in and around Hollywood Blvd.  As for your host Johnny; well his first priority is your comfort accompanied by a bit of Hollywood folklore.  There is no finer location in Hollywood to enjoy your stay; no finer host to make your stay comfortable and memorable.",en
99962,193521205,2017-09-14,7815892,Stephanie,"I loved it here. Great place, fantastic view, very convenient.",en
99962,210922923,2017-11-11,150279526,Briana,"Beautiful view of the city! Loved that part. However , be prepared for the area that is West Hollywood. A lot of homeless people and sort of a busier street. The pool and gym aren't actually available to guest . Also, the water in the shower would splash scorching hot from time to time . The elevator broke down a few times, because it's an older building ( that happens ). However, when you have to climb 14 flights of steps a few times it starts to add up. Also, the room has no air at all, so be prepared for that as well.",en
99962,218429907,2017-12-12,157064534,Lou,"Johnny's place is exactly as advertised. Great room, killer view, central location, and considerate host. Johnny was always just a text away if I had any questions, be it regarding the space or suggestions as far as where to grab a cup of coffee or bite to eat. This was my first time using airbnb, and regarding that I couldn't have asked for a better experience. The room was clean, as was the guest bathroom at all times, and there was never heavy foot traffic or noise. The neighborhood is also nice and quiet. You'll have no problems getting a good nights sleep. At the same time, it's right around the corner from Hollywood Blvd., so food, bars, shops, and theaters are just a quick walk away, and public transits close by as well. So you're getting the best of both worlds. All and all It's been a great experience at Johnnys, and i'm glad i had the opportunity to experience his hospitality and abode.",en
99962,252207167,2018-04-09,119994296,Tiffany,"Excellent host, excellent place. Minutes to downtown Hollywood, and in a very safe building. I couldn’t be happier with the trip, thank you so much!! Highly recommended!",en
99962,510223137,2019-08-15,51369939,Nelson,"The view is breathtaking, the bed is extremely comfortable and the room is spacious. No complaints living there for 2 weeks. 10/10 would reccommend!",en
99962,550977708,2019-10-19,117815837,Ann,Very nice owner -- always available via text if you have any issues. I stayed for several months and had a good experience!,en
99962,576591968,2019-12-13,82761316,McKenzie,Timely communication for anything minor of major!,en
99962,712712644,2020-11-30,85175621,Tyler,Johnny is one of the best hosts I have ever had. He was extremely helpful with move in and was very communicative. The place is an absolute gem in the heart of Hollywood and the pictures cannot do the view justice. It‘s absolutely breathtaking.,en
111646,12335784,2014-04-29,12181838,Jennifer,"My son and I rented Ines townhouse for 2 months and we Loved It!!! It was clean and very big, we had more than enough room.  The neighborhood and neighbors were very friendly and the area is safe!  I took my little dog out for morning walks with no problem.  It's is very close to Universal Studios and you could easily walk to the NOHO district where their are a lot of nice reasturants and a fitness gym and movie theatre.  Ines was a wonderful host and we couldn't Thank her enough for our stay here:). Ines you Rock:)",en
111646,14695170,2014-06-24,15267565,Coulsen,"Ines makes for a great host. Though she may be overseas while staying at her location, she always responds quickly to emails and even has a manager in California to help take care of things. He is also very pleasant to work with. The location is great for commute if you are working in the san fernando valley. Another thing we really appreciated about this location is that it is a corner townhouse, this means barely any of the walls are shared. We have never heard the neighbors and they seem to never hear us. There is also a very clean pool, though there is very little to no deck area to enjoy lounging by the pool. Ines does well to keep the place ready for the next guests, what it may lack in modern flair and order is certainly made up for by the generous amount of amenities such as toilet paper, garbage bags, and a kitchen absolutely stocked with everything you need besides food! Did I mention the police station is across the street? You will definitely feel safe and at home here.",en
111646,22729358,2014-11-13,12846552,Bec,We stayed at Ines' for three months + it was great! A perfect sized apartment with everything you need. Quiet neighbours + a very safe feeling neighbourhood. The location of the apartment is fantastic - we will definitely be staying again! ,en
111646,30593560,2015-04-24,26024946,Valerie,"I stayed with Ines for two months while in LA. Originally a friend of mine was suppose to stay as well but her plans changed last minute (the day of arrival) and Ines was understanding and easy to compromise with about how we were now going to split the rent. She's a very kind, outgoing woman and always had funny stories to share and good advice to give. She respects your personal space and is a clean roommate. Prior to arrival she was easy to contact and kept everything very organized. She kept everything in writing and had me sign a rental agreement when I came. My boyfriend came to visit a few times during my trip and Ines was always welcoming and friendly. The location of the town house is across the street from a police station so I always felt safe and it is within walking distance of many restaurants and a 24 hour fitness that I visited daily. There's plenty of parking in the back and a clean pool shared by the complex. I would stay with Ines again and would recommend her place to anyone.",en
111646,35994396,2015-06-23,5998789,Gloria,"I stayed with Ines for 1 and a half months. I was relocating and needed as place to stay while I moved. I was able to book with Ines in 1 day. She was very helpful in accommodating me in such short notice and even moved out for a couple of days so I could stay until the other person left.  She is very organized, clean and very respectful. Her place is huge and in a very nice area. She is very easy to contact and will answer any questions needed. Ines has great stories and is very friendly, I would definitely recommend staying with her and would stay with her again if I ever needed a place in LA again.",en
111646,72774389,2016-05-04,52140286,Nadja,"Ines was an amazing host. Her home was always clean and nice. I felt very welcome. I moved here and had no place to stay and Ines really helped me out. Also, while I was staying there she had the carpet replaced so now there is new and fresh carpet as well. I would definitely recommend her home and her as a host. ",en
